DATE,DJUA
2024-08-26,1016.13
2024-08-27,1007.70
2024-08-28,1010.62
2024-08-29,1014.80
2024-08-30,1020.86
2024-09-02,.
2024-09-03,1030.06
2024-09-04,1038.22
2024-09-05,1036.71
2024-09-06,1028.84
2024-09-09,1039.91
2024-09-10,1043.69
2024-09-11,1041.31
2024-09-12,1042.70
2024-09-13,1054.45
2024-09-16,1061.01
2024-09-17,1059.33
2024-09-18,1050.06
2024-09-19,1042.39
2024-09-20,1050.86
2024-09-23,1058.35
2024-09-24,1048.89
2024-09-25,1049.13
2024-09-26,1044.65
2024-09-27,1055.06
2024-09-30,1060.00
2024-10-01,1065.16
2024-10-02,1064.84
2024-10-03,1058.10
2024-10-04,1051.42
2024-10-07,1027.37
2024-10-08,1030.31
2024-10-09,1026.84
2024-10-10,1022.84
